A25	c2c4 e7e5 b1c3 b8c6 g2g3 g7g6 f1g2 f8g7 e2e3 d7d6 g1e2 c8e6
A25	c2c4 e7e5 b1c3 b8c6 g2g3 g7g6 f1g2 f8g7 d2d3
A25	c2c4 e7e5 b1c3 b8c6 g2g3 g7g6 f1g2 f8g7 a1b1
A25	c2c4 e7e5 b1c3 b8c6
A25	c2c4 e7e5 b1c3 b8c6 g2g3 g7g6 f1g2 f8g7
A26	c2c4 e7e5 b1c3 b8c6 g2g3 g7g6 f1g2 f8g7 d2d3 d7d6 e2e4
A26	c2c4 e7e5 b1c3 b8c6 g2g3 g7g6 f1g2 f8g7 d2d3 d7d6
A27	c2c4 e7e5 b1c3 b8c6 g1f3
A28	c2c4 e7e5 b1c3 g8f6 g1f3 b8c6 e2e4
A28	c2c4 e7e5 b1c3 g8f6 g1f3 b8c6
A28	c2c4 e7e5 b1c3 g8f6 g1f3 b8c6 d2d4 e5d4 f3d4 f8b4 c1g5 h7h6 g5h4 b4c3 b2c3 c6e5
A28	c2c4 e7e5 b1c3 g8f6 g1f3 b8c6 d2d4 e5e4
A28	c2c4 e7e5 b1c3 g8f6 g1f3 b8c6 d2d3
A28	c2c4 e7e5 b1c3 g8f6 g1f3 b8c6 a2a3
A28	c2c4 e7e5 b1c3 g8f6 g1f3 b8c6 e2e3
A28	c2c4 e7e5 b1c3 g8f6 g1f3 b8c6 e2e3 f8b4 d1c2 b4c3
A28	c2c4 e7e5 b1c3 g8f6 g1f3 b8c6 e2e3 f8b4 d1c2 e8g8 c3d5 f8e8 c2f5
A29	c2c4 e7e5 b1c3 g8f6 g1f3 b8c6 g2g3
A29	c2c4 e7e5 g2g3 g8f6 f1g2 d7d5 c4d5 f6d5 g1f3 b8c6
A29	c2c4 e7e5 g2g3 g8f6 f1g2 d7d5 c4d5 f6d5 g1f3 b8c6 d2d3
A29	c2c4 e7e5 g2g3 g8f6 f1g2 d7d5 c4d5 f6d5 g1f3 b8c6 d2d3 f8e7 e1g1 e8g8
A29	c2c4 e7e5 b1c3 g8f6 g2g3 f8b4 f1g2 e8g8 g1f3 f8e8 e1g1 e5e4 f3d4 b8c6
A29	c2c4 e7e5 b1c3 g8f6 g1f3 b8c6 g2g3 f8c5 d2d3 d7d6 f1g2
A29	c2c4 e7e5 b1c3 g8f6 g1f3 b8c6 g2g3 f8c5 d2d3 d7d6 f1g2 e8g8 e1g1
A29	c2c4 e7e5 b1c3 g8f6 g2g3 b8c6 f1g2 d7d6 d2d3 f8e7 g1f3 e8g8
